version,label,method,status,scope,correct,cpu_s,wall_s,memory_sum_b,paired_memory_delta_pct,optimization_start,optimization_end,optimization_duration_minutes,correct_vs_baseline,cpu_vs_baseline_pct,wall_vs_baseline_pct,source
263,V263,Monotone Condition Wait Safety,successful,exact725,691,1250.195763952,1290.9734508773545,27473588224,,2026-07-27T16:05:36.000Z,2026-07-27T16:12:09.072Z,6.55,247,-90.1847685969942,-89.88438063063248,../../experiments/monotone-condition-wait-safety-v263-20260728/conclusion.md
264,V264,Explicit Boolean Lock Protocol Safety,failed,target_or_audit,,,,,,2026-07-27T16:24:16.476746Z,2026-07-27T16:27:23.755195Z,3.121307483333333,,,,../../experiments/explicit-boolean-lock-protocol-safety-v264-20260728/conclusion.md
265,V265,Unwind Progress Logging Demotion,failed,target_or_audit,,,,,,2026-07-28T06:04:40.512688Z,2026-07-28T06:11:15.246805Z,6.578901950000001,,,,../../experiments/unwind-progress-logging-demotion-v265-20260728/conclusion.md
266,V266,Mutex Zero Fixedpoint Safety,successful,exact725,692,1256.417101767,1296.6684456527,27706974208,,2026-07-28T06:13:29.199139Z,2026-07-28T06:28:44.868951Z,15.261163533333333,248,-90.13592515019074,-89.83975663048841,../../experiments/mutex-zero-fixedpoint-safety-v266-20260728/conclusion.md
267,V267,Singleton Function Pointer Zero Sum,successful,exact725,694,1136.34285141,1175.9259267748566,27560644608,,2026-07-28T06:34:18.493014Z,2026-07-28T07:20:08.928850Z,45.84059726666667,250,-91.07862275546087,-90.78585305240698,../../experiments/singleton-function-pointer-zero-sum-v267-20260728/conclusion.md
268,V268,Indexed Lock Zero Sum,successful,exact725,695,1034.871633912,1063.7983498902759,27592212480,,2026-07-28T07:22:23.621997Z,2026-07-28T08:04:05.502756Z,41.69801265,251,-91.87526877619226,-91.66444578241477,../../experiments/indexed-lock-zero-sum-v268-20260728/conclusion.md
269,V269,Indexed List Race Safety,failed,target_or_audit,,,,,,2026-07-28T08:10:45.138962Z,2026-07-28T08:28:26.600523Z,17.691026016076407,,,,../../experiments/indexed-list-race-safety-v269-20260728/conclusion.md
270,V270,Nested-Lifecycle Last-Writer Safety,successful,exact725,696,1068.617481672,1109.139516892843,27364478976,,2026-07-28T08:31:29.000Z,2026-07-28T09:40:11.000Z,68.7,252,-91.61033162458332,-91.30916815308073,../../experiments/nested-lifecycle-last-writer-safety-v270-20260728/conclusion.md
271,V271,Boolean Atomic-Lock Region Safety,successful,exact725,697,1003.271697325,1043.430507744895,27290218496,,,,,253,-92.1233584745138,-91.82404111598109,../../experiments/boolean-atomic-lock-region-safety-v271-20260728/conclusion.md
272,V272,Chunked Iterator Equivalence,failed,target_or_audit,,,,,,,,,,,,../../experiments/chunked-iterator-equivalence-v272-20260728/conclusion.md
273,V273,Poker-Hand Sequentialization,failed,target_or_audit,,,,,,,,,,,,../../experiments/poker-hand-equivalence-v273-20260728/conclusion.md
274,V274,Empty Compiler-Barrier Front End,failed,target_or_audit,,,,,,,,,,,,../../experiments/empty-compiler-barrier-v274-20260728/conclusion.md
275,V275,Work-Steal Queue Mutex Safety,failed,target_or_audit,,,,,,,,,,,,../../experiments/workstealqueue-mutex-safety-v275-20260728/conclusion.md
276,V276,SafeStack ABA Counterexample,failed,target_or_audit,,,,,,2026-07-28T11:21:36.000Z,2026-07-28T11:43:32.000Z,21.933333333333334,,,,../../experiments/safestack-relacy-counterexample-v276-20260728/conclusion.md
277,V277,Elimination-Backoff Counterexample,failed,target_or_audit,,,,,,2026-07-28T11:50:26.000Z,2026-07-28T11:55:22.000Z,4.933333333333334,,,,../../experiments/elimination-backoff-native-v277-20260728/conclusion.md
278,V278,libvsync Atomic Semantics,failed,target_or_audit,,,,,,2026-07-28T11:58:21.000Z,2026-07-28T12:22:45.000Z,24.4,,,,../../experiments/libvsync-atomic-semantics-v278-20260728/conclusion.md
279,V279,Goblint Structural Race-Free Audit,failed,target_or_audit,,,,,,2026-07-28T12:28:30.000Z,2026-07-28T12:31:28.000Z,2.966666666666667,,,,../../experiments/goblint-structural-racefree-v279-20260728/conclusion.md
280,V280,Linux Empty-Barrier Applicability,failed,target_or_audit,,,,,,2026-07-28T12:34:31.000Z,2026-07-28T12:40:16.000Z,5.75,,,,../../experiments/empty-compiler-barrier-linux-v280-20260728/conclusion.md
281,V281,Relational Comparator Antisymmetry,successful,exact725,698,946.604792418,986.5009775378,27215429632,,2026-07-28T12:46:54.000Z,2026-07-28T14:19:43.000Z,92.81666666666666,254,-92.5682478275189,-92.27012113262319,../../experiments/relational-comparator-certificate-v281-20260728/conclusion.md
282,V282,Relational Comparator Transitivity,successful,exact725,699,883.906323,924.530255,26961915904,,2026-07-28T14:26:42.000Z,2026-07-28T15:38:28.000Z,71.76666666666667,255,-93.06049072554842,-92.7557021806386,../../experiments/relational-comparator-transitivity-v282-20260728/conclusion.md
283,V283,Relational Comparator Substitution,successful,exact725,699,919.289765,953.451938,25604014080,,2026-07-28T15:53:22.000Z,2026-07-28T21:28:48.000Z,335.43333333333334,255,-92.78269689431114,-92.52908192245228,../../experiments/relational-comparator-substitution-v283-20260728/conclusion.md
284,V284,Unified Native Proof Portfolio,successful,exact725,700,859.041804128,903.4940643096343,25426169856,,2026-07-28T21:35:05.525Z,2026-07-29T06:34:39.126Z,539.5600195566813,256,-93.25570095860952,-92.92053446116346,../../experiments/unified-native-v284-20260729/conclusion.md
285,V285,Native Ticket Retry-Stuttering,successful,exact725,701,861.356850191,906.056512353,25645174784,,2026-07-29T06:44:08.000Z,2026-07-29T09:47:33.000Z,183.41666666666666,257,-93.23752563481453,-92.90045600870353,../../experiments/native-residual-v285-20260729/conclusion.md
286,V286,Single Pointer-Spin Collapse,failed,exact725,701,871.2369108290002,915.1920141403098,25666789376,,2026-07-29T12:19:37.000Z,2026-07-29T12:36:24.359Z,16.789320416666666,257,-93.15995771766597,-92.82887339113243,../../experiments/native-residual-v286-pointer-spin-20260729/conclusion.md
287,V287,Pointer-Exception Scoped Spin Collapse,successful,exact725,702,866.534168323,910.8745472538285,25625346048,,2026-07-29T12:45:42.000Z,2026-07-29T13:11:24.000Z,25.7,258,-93.19687874016186,-92.86270356140727,../../experiments/native-residual-v287-pointer-scope-20260729/conclusion.md
288,V288,Single-Worker Initialization Counterexample,successful,exact725,703,865.0478599520001,908.7999609876424,25715208192,,2026-07-29T13:25:45.000Z,2026-07-29T13:45:09.000Z,19.4,259,-93.20854768115355,-92.87895929850504,../../experiments/native-residual-v288-single-worker-20260729/conclusion.md
